IDP	trait	Pvalue	ES
C1024_317	AD	1.281527607964265e-06	0.0129842241853565
C1024_318	AD	5.668910348893135e-26	0.0630324333518723
C1024_319	AD	7.926554910309917e-53	0.1374407429985518
C1024_321	AD	3.27717180581328e-11	0.0245082682434661
C1024_322	AD	4.349611779417341e-06	0.0116782524032815
C1024_323	AD	9.173367604542648e-13	0.0284680834520309
C1024_324	AD	7.214748178978783e-12	0.0261794523265888
C1024_326	AD	1.521607475154991e-58	0.1539850699875387
C1024_327	AD	4.7321047759520804e-09	0.0190450126223861
C1024_328	AD	1.3270556889480788e-12	-0.0280555890922351
C1024_329	AD	2.860096502158644e-19	0.0453091354839343
C1024_333	AD	2.7640972847534073e-09	0.0196384646402464
C1024_334	AD	5.432605444889416e-06	0.0114408511555127
C1024_335	AD	2.0655234671133492e-25	0.0615290534676801
C1024_340	AD	5.450439441118196e-30	0.0738150162835711
C1024_342	AD	1.7111496484846152e-12	0.027774735572519
C1024_343	AD	1.615876878256977e-26	0.0644813435167281
C1024_346	AD	2.3096698671100728e-08	0.0173217672640739
C1024_347	AD	7.028637178454166e-06	0.0111679665556939
C1024_348	AD	1.0255083873336994e-32	0.0812044607000172
C1024_349	AD	7.180771332658076e-08	0.0160932924708562
C1024_353	AD	5.842062694930449e-100	0.2813526924999704
C1024_356	AD	6.191080655401759e-13	0.0288975739819523
C1024_358	AD	3.6584219152591993e-13	0.0294838680586786
C1024_361	AD	4.028300275964276e-05	0.0093179717114787
C1024_362	AD	6.936944705759824e-21	0.0495441402789288
C1024_363	AD	2.151507257398183e-13	0.0300743625211639
C1024_364	AD	2.5230157779887816e-23	0.0559878893455426
C1024_365	AD	5.6650215222885656e-08	0.0163506054971284
C1024_368	AD	1.3382670432686326e-57	0.1512224750675044
C1024_373	AD	5.526209334476812e-14	0.031594712748711
C1024_374	AD	4.280305631917377e-20	0.0474627803194032
C1024_375	AD	3.732700783810223e-07	0.0143127967431389
C1024_380	AD	1.957948181811663e-05	0.0100805750561647
C1024_386	AD	6.384550405361411e-07	0.0137344742261126
C1024_388	AD	1.4445493641220974e-131	0.3880950075568249
C1024_390	AD	1.7555020720723634e-07	0.015125907005169
C1024_392	AD	2.491577779450215e-17	0.0402425143777024
C1024_396	AD	1.4320540269670505e-07	0.0153443237193549
C1024_397	AD	8.983430952862713e-20	0.0466276031618162
C1024_398	AD	1.3588594407757147e-09	0.0204097434949275
C1024_400	AD	7.949395106844321e-10	0.0210009820702341
C1024_401	AD	3.8571792584428276e-14	0.0319974838023114
C1024_403	AD	4.31479777040272e-08	0.0166444556012103
C1024_404	AD	1.2943659954444897e-06	0.01297349827647
C1024_406	AD	5.539044767004393e-10	0.0213948853099047
C1024_407	AD	1.3244698432102264e-20	0.0488051515610408
C1024_408	AD	3.952614234323332e-07	0.0142483530316267
C1024_409	AD	1.7819987899283396e-23	0.056385720037195
C1024_411	AD	2.893553633111032e-15	0.0348930704331141
C1024_412	AD	7.013105096716532e-24	0.0574555747098817
C1024_413	AD	1.2433686939722766e-05	0.0105599580234776
C1024_416	AD	6.871793841580909e-08	0.0161387770823969
C1024_417	AD	2.5006552087262704e-08	0.0172344717177025
C1024_418	AD	1.0503385782749509e-05	0.0107396879588595
C1024_419	AD	9.117626233376842e-23	0.0545046620741346
C1024_421	AD	1.0267521887274941e-47	0.1228598163166711
C1024_423	AD	1.4849704667768923e-11	0.0253772060905256
C1024_424	AD	3.114236469483697e-33	0.0826147435696603
C1024_425	AD	1.51741423482171e-06	0.0128019305639974
C1024_426	AD	1.033385273792533e-06	0.0132169018045691
C1024_427	AD	4.096173992727146e-24	0.0580737525120812
C1024_428	AD	1.3531396784394503e-17	0.040929822472182
C1024_431	AD	2.084838626068085e-08	0.0174358154616054
C1024_433	AD	3.453113315284884e-29	0.0716577737616509
C1024_434	AD	3.2163601252529986e-70	0.1885313385166528
C1024_435	AD	6.292035514979263e-08	0.0162319082833674
C1024_436	AD	1.56891801197418e-15	0.0355795847976391
C1024_437	AD	1.158525408609956e-09	0.020588743801658
C1024_438	AD	1.846977485585348e-24	0.0589966052979216
C1024_439	AD	1.5726879235768534e-05	0.0103101354644585
C1024_442	AD	2.571436312631099e-09	0.0197172795056093
C1024_443	AD	3.160658702554784e-28	0.0690599686193708
C1024_444	AD	4.4616002845418034e-08	0.0166101035467523
C1024_445	AD	4.562148863239524e-08	0.0165846225510305
C1024_448	AD	5.7286322157678266e-70	0.1877642078445824
C1024_452	AD	2.0379709292583666e-07	0.0149656751414678
C1024_454	AD	7.300075378857704e-08	0.0160743608816759
C1024_455	AD	1.8216640117515797e-51	0.1335409561240967
C1024_456	AD	1.93520836564497e-09	0.0200265505000576
C1024_457	AD	1.776754862673666e-08	0.0176081089434674
C1024_458	AD	7.399084107561672e-15	0.033843433245884
C1024_459	AD	3.627949480693711e-51	0.1326820851397101
C1024_461	AD	1.5473543448168604e-43	0.1110819604891237
C1024_462	AD	1.5453133785877396e-20	0.0486245215499136
C1024_463	AD	4.2195449820523816e-08	0.0166658328813754
C1024_464	AD	7.531391046085461e-21	0.0494525695610765
C1024_466	AD	1.3857819714676492e-13	0.030567805142821
C1024_467	AD	1.2437706135415089e-08	0.0179946874040367
C1024_468	AD	9.538891941252755e-06	0.0108403864172433
C1024_470	AD	1.460057384403722e-29	0.0726596552010193
C1024_471	AD	1.2938670836861528e-09	0.0204670575765739
C1024_472	AD	4.400285551599584e-45	0.1154282524630823
C1024_473	AD	8.963253912826189e-14	0.0310540019045518
C1024_474	AD	8.269286241662387e-112	0.3203774431020308
C1024_475	AD	1.1944182537131568e-08	0.0180399700085317
C1024_479	AD	3.3929997076971228e-06	0.011945117708118
C1024_480	AD	5.4559338696452784e-11	0.0239459643336015
C1024_482	AD	1.4915352097907354e-13	0.0304890217426091
C1024_484	AD	3.567385669501307e-08	0.0168498098942347
C1024_485	AD	5.921269518245954e-08	0.0162982434980284
C1024_487	AD	1.1300081935622472e-05	0.0106612238857808
C1024_488	AD	4.4550689089436074e-39	0.0986728945022246
C1024_490	AD	7.191937574425942e-18	0.0416438378641197
C1024_491	AD	1.977742046029707e-16	0.0379089051289324
C1024_492	AD	1.563963493339958e-09	0.0202565323176939
C1024_493	AD	3.610489963137311e-36	0.0906469180184769
C1024_497	AD	2.1164646954129835e-41	0.1051141527195858
C1024_498	AD	3.34954327344352e-19	0.0451252323855711
C1024_499	AD	5.770948954065873e-16	0.0367062999576342
C1024_500	AD	3.727985561384581e-05	0.0093972003497224
C1024_501	AD	1.776754862673666e-08	0.0176096789569281
C1024_502	AD	2.679524315825866e-72	0.1947748273383449
